days_on_zillow,zestimate,rent_zestimate,area,beds,baths,price_change,tax_assessed_value,lot_area_value,home_type,price
-0.1485314517065383,-0.9665788098446256,-1.2499579238159955,0.6208116122471384,0.77595089018018,-0.17590364282893114,0.09714610555814811,-0.10145054891229277,-1.0342906233494822,0.06971882477714443,449000.0
-0.4026238725626488,1.750286549290118,1.3057054180341023,3.0416467582397178,0.77595089018018,2.114056565870992,0.09714610555814811,1.4919402695380675,0.47377178828192734,0.06971882477714443,1295000.0
0.032963134619254916,1.9353696858933338,1.466335346047243,-0.7289952366967691,-0.07458197714150155,-0.17590364282893114,0.09714610555814811,1.855914152036905,-0.6842586698854101,-1.3602694445727732,1449000.0
-0.3481754966649109,0.32267726188538126,0.1292971311429916,-0.9507214337855378,-0.9251148444631832,-1.3208837471788926,0.09714610555814811,0.30192256829002717,-1.034829209373836,-1.3602694445727732,620000.0
-0.1485314517065383,-0.9665788098446256,-1.2499579238159955,-0.5007858174709019,-0.9251148444631832,-0.17590364282893114,0.09714610555814811,-1.2633259396578456,0.6635120540882495,0.06971882477714443,799000.0
-0.1485314517065383,2.0149533940248157,1.7026466824511903,1.9109728175297398,0.77595089018018,-0.17590364282893114,0.09714610555814811,1.8752117363814678,-1.0347454184450775,0.06971882477714443,1495000.0
-0.4026238725626488,0.46205078151051493,0.28220446646319286,-0.03140053474497057,-0.07458197714150155,0.9690764615210303,0.09714610555814811,0.15451046565795012,-0.4831447729078264,1.499707094127062,685000.0
-0.4026238725626488,-0.7172165243659823,-0.1878440087803888,-0.36593479701925313,-0.07458197714150155,-1.3208837471788926,0.09714610555814811,-0.8103687515701906,-1.034737812957582,0.06971882477714443,99900.0
-0.2937271207671729,1.4609283489556533,0.9484067961074367,-0.11179248924499197,-0.07458197714150155,-0.17590364282893114,0.09714610555814811,-0.9793780673478909,-0.17886521258894492,0.06971882477714443,1000000.0
-0.36632495529749015,-0.9665788098446256,-1.2499579238159955,-0.5163455505999384,0.77595089018018,-1.3208837471788926,0.09714610555814811,-0.672605441110395,1.2273613535576617,0.06971882477714443,175000.0
-0.2211292862368556,-0.9665788098446256,-1.2499579238159955,1.0046183627633696,0.77595089018018,0.9690764615210303,0.09714610555814811,0.012458803121584953,-1.03462614369398,0.06971882477714443,260000.0
-0.4026238725626488,-0.9665788098446256,-1.2499579238159955,-2.121591351745527,-2.6261805791065465,-2.4658638515288542,0.09714610555814811,-1.2633259396578456,0.07498441656717704,5.789671902176815,799000.0
-0.4026238725626488,-0.9665788098446256,-0.37009719633376,1.8591070404329517,0.77595089018018,0.9690764615210303,0.09714610555814811,1.607189731595873,0.6131147645027235,0.06971882477714443,1250000.0
-0.3118765793997522,-0.9665788098446256,-0.11937035356965894,-0.41131735197894265,-0.07458197714150155,-0.17590364282893114,0.09714610555814811,-0.7714626773555137,1.0979714470669226,0.06971882477714443,199888.0
-0.3118765793997522,1.940267144855271,1.1507387246624505,0.9047767418520527,0.77595089018018,0.9690764615210303,0.09714610555814811,2.0328086751953975,-0.544226303553441,2.9296953634769802,1400000.0
3.8987978233586507,-0.9665788098446256,0.05618992031649806,-1.9374678430519294,-1.7756477117848648,-1.3208837471788926,-0.12274074221886042,-1.2633259396578456,-1.0345027936015003,0.06971882477714443,89999.0
-0.3481754966649109,-0.9665788098446256,-1.2499579238159955,0.4444679701180593,-0.07458197714150155,-0.17590364282893114,0.09714610555814811,0.3692309343518336,0.9557847366375385,0.06971882477714443,575000.0
-0.4026238725626488,-0.9665788098446256,-1.2499579238159955,0.8490210314730057,-0.07458197714150155,0.9690764615210303,0.09714610555814811,0.20842309192057248,1.8430298097168942,0.06971882477714443,680000.0
